epoch,accuracy,loss,val_accuracy,val_loss
0,0.35759755969047546,1.3326261043548584,0.4438040256500244,1.2919269800186157
1,0.6352062225341797,0.9995335340499878,0.6455331444740295,0.9510558843612671
2,0.7913091778755188,0.5834981799125671,0.680115282535553,0.8029916882514954
3,0.8513700366020203,0.4108137786388397,0.7031700015068054,0.7841992974281311
4,0.8829227685928345,0.3276713192462921,0.6685879230499268,0.8747445940971375
5,0.9094935059547424,0.2654019296169281,0.6974063515663147,0.8789382576942444
6,0.9272072911262512,0.21740137040615082,0.6974063515663147,0.9298304915428162
7,0.9424301385879517,0.17878420650959015,0.6974063515663147,0.9682156443595886
8,0.9551619291305542,0.15187768638134003,0.6829971075057983,1.0539230108261108
9,0.9573761224746704,0.14242562651634216,0.7031700015068054,1.0845149755477905
10,0.9634652733802795,0.11850350350141525,0.6858789920806885,1.1271065473556519
11,0.9681705236434937,0.11028245836496353,0.6858789920806885,1.2010716199874878
12,0.971491813659668,0.09409376233816147,0.6945244669914246,1.2508567571640015
13,0.973706066608429,0.08969203382730484,0.6858789920806885,1.2924913167953491
14,0.975089967250824,0.08827674388885498,0.7002881765365601,1.3595610857009888
15,0.974259614944458,0.08096335083246231,0.6858789920806885,1.3594146966934204
16,0.9748131632804871,0.07538434863090515,0.6916426420211792,1.3951860666275024
17,0.9775809645652771,0.0686706006526947,0.680115282535553,1.4432682991027832
18,0.9767506122589111,0.07267510890960693,0.6858789920806885,1.4544883966445923
19,0.9775809645652771,0.06312094628810883,0.6916426420211792,1.494409441947937
20,0.9784113168716431,0.06350687891244888,0.6743515729904175,1.5296367406845093
21,0.9784113168716431,0.0606432668864727,0.6714697480201721,1.5780054330825806
22,0.9781345129013062,0.06207718700170517,0.651296854019165,1.6660597324371338
23,0.977027416229248,0.05968748778104782,0.6743515729904175,1.633133888244629
24,0.976473867893219,0.05576672777533531,0.6628242135047913,1.6740469932556152
